"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"16","RT @MiltonFriedom: En Cuba ganan 5 dolares al mes, hacen 8 horas de cola para un kilo de arroz y nadie protesta. Pero el sistema donde la g…",FALSE,0,NA,2019-11-14 21:32:22,FALSE,NA,"1195092131129569289",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","jrx1_23",2457,TRUE,FALSE,NA,NA
"17","RT @MiltonFriedom: En Cuba ganan 5 dolares al mes, hacen 8 horas de cola para un kilo de arroz y nadie protesta. Pero el sistema donde la g…",FALSE,0,NA,2019-11-14 21:32:18,FALSE,NA,"1195092115547668481",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nazamascheroni8",2457,TRUE,FALSE,NA,NA
"18","Si tienes un iPhone -- A12, A13 e interesado en jailbreak. Se recomienda permanecer en una versión inferior de iOS… https://t.co/P7p4JGYH4S",FALSE,0,NA,2019-11-14 21:32:15,TRUE,NA,"1195092100968304640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","vitaelunico",0,FALSE,FALSE,NA,NA
"19","RT @Analvarezlvare2: Ha dicho si va a devolver el iPhone que compró con el dinero de todos los extremeños? https://t.co/tsKWzEyuPp",FALSE,0,NA,2019-11-14 21:32:14,FALSE,NA,"1195092096748859405",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PaquiGL7",1,TRUE,FALSE,NA,NA
"20","RT @RepublicaNow: Aquí, invitando a los pobres a que vuelvan mierda el país mientras tuiteo desde la cabina de primera clase con mi IPhone.…",FALSE,0,NA,2019-11-14 21:32:13,FALSE,NA,"1195092094328725504",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","toporam74",554,TRUE,FALSE,NA,NA
"21","Alguien sabe en cuanto saldrá comprar el iPhone 5S en el buen fin? Quiero aprovechar la oferta",FALSE,0,NA,2019-11-14 21:32:07,FALSE,NA,"1195092067904450560",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LuisJoseMA",0,FALSE,FALSE,NA,NA
"22","RT @MauJTH: Estos son los muchachos malcriados, entre 15 y 25 años, que hay en toda Latinoamérica adoctrinados por los inmundos socialistas…",FALSE,0,NA,2019-11-14 21:31:59,FALSE,NA,"1195092035826593792",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","elsantidelagent",7,TRUE,FALSE,NA,NA
"23","RT @MiltonFriedom: En Cuba ganan 5 dolares al mes, hacen 8 horas de cola para un kilo de arroz y nadie protesta. Pero el sistema donde la g…",FALSE,0,NA,2019-11-14 21:31:55,FALSE,NA,"1195092017946275860",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","axelmiranda624",2457,TRUE,FALSE,NA,NA
"24","RT @MiltonFriedom: En Cuba ganan 5 dolares al mes, hacen 8 horas de cola para un kilo de arroz y nadie protesta. Pero el sistema donde la g…",FALSE,0,NA,2019-11-14 21:31:50,FALSE,NA,"1195091998677643269",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GINA_MARTINEZC",2457,TRUE,FALSE,NA,NA
"25","De q coño me vale q me haya venido el iPhone cargado si tarda 200 años en actualizarse",FALSE,0,NA,2019-11-14 21:31:37,FALSE,NA,"1195091944176865280",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Anitamartnz",0,FALSE,FALSE,NA,NA
"26","RT @MiltonFriedom: En Cuba ganan 5 dolares al mes, hacen 8 horas de cola para un kilo de arroz y nadie protesta. Pero el sistema donde la g…",FALSE,0,NA,2019-11-14 21:31:32,FALSE,NA,"1195091920600489984",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mmalvarezg",2457,TRUE,FALSE,NA,NA
"27","RT @JoshuaPalaciosP: Teneis una tele d 60 el nuevo iphone tal pero luego abris la nevera y no un triste carton d leche prefiero mi nevera a…",FALSE,0,NA,2019-11-14 21:31:31,FALSE,NA,"1195091917526249493",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PAULA52379840",24,TRUE,FALSE,NA,NA
"28","RT @AhOkOficiaI: *Todos los que usan iPhone* https://t.co/oPLjSiezIG",FALSE,0,NA,2019-11-14 21:31:27,FALSE,NA,"1195091900925169665",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_777lola",1,TRUE,FALSE,NA,NA
"29","RT @matiw0: como te vas a poner de novia con un pixel q ademas tiene la misma foto sacada con un iphone 4 en tw y wpp desde hace 2 años enc…",FALSE,0,NA,2019-11-14 21:31:20,FALSE,NA,"1195091873255317509",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Juliialtamira",123,TRUE,FALSE,NA,NA
"30","RT @nosoyelpunta: Os prometo que para defender el comunismo acabo de leer que en esos países ""son más felices con menos cosas"". Escrito des…",FALSE,0,NA,2019-11-14 21:31:19,FALSE,NA,"1195091866473119745",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","archienemigobob",989,TRUE,FALSE,NA,NA
"31","RT @Apple: Amor a primera, segunda, tercera, cuarta, quinta y sexta vista. Nuevo iPhone 11.",FALSE,0,NA,2019-11-14 21:31:16,FALSE,NA,"1195091852871053318",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_pablocentno14_",13,TRUE,FALSE,NA,NA
"32","RT @LuisPadillaBlog: Vamos a ver que tal va la domotica de @IKEASpain y #Homekit en @A_iPhone https://t.co/1KCQ1BOtBM",FALSE,0,NA,2019-11-14 21:31:13,FALSE,NA,"1195091842687283217",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Juanito__81",3,TRUE,FALSE,NA,NA
"33","Mi onvre se compró celular nuevo y me esta convenciendo para ir por el bonito iPhone 11 bb... lo peor es que en la… https://t.co/hFHuN6xCIo",FALSE,0,NA,2019-11-14 21:31:11,TRUE,NA,"1195091833778528256",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nohemi_96pc",0,FALSE,FALSE,NA,NA
"34","RT @28xprincesspark: bno yo soy una loca perseguida y que louis se muestre con dos celulares, uno que sea android, me hace pensar que quier…",FALSE,0,NA,2019-11-14 21:31:10,FALSE,NA,"1195091827596177423",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","UnpocodeAmore",9,TRUE,FALSE,NA,NA
"35","@noteimportactm Aun tengo mi iphone 5, tómalo o déjalo",FALSE,0,"noteimportactm",2019-11-14 21:31:09,FALSE,"1195091475534663680","1195091824681136133","234065896","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","whyyyucare",0,FALSE,FALSE,NA,NA
"36","RT @karlseta_2: <U+0001F682> LOS EXTREMEÑOS NO TIENEN TRENES, PERO SUS DIPUTADOS ROJOS TIENEN LOS IPHONE DE ÚLTIMA GENERACIÓN
<U+0001F648> La Asamblea de Extrema…",FALSE,0,NA,2019-11-14 21:31:05,FALSE,NA,"1195091808856027148",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mallalloes",596,TRUE,FALSE,NA,NA
"37","RT @Cesar_Angels: NOOOOO , como que vendiendo mi iPhone https://t.co/YruqLfEHEh",FALSE,0,NA,2019-11-14 21:31:01,FALSE,NA,"1195091789738364933",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Juanch1Gonzalez",2,TRUE,FALSE,NA,NA
"38","RT @MiltonFriedom: En Cuba ganan 5 dolares al mes, hacen 8 horas de cola para un kilo de arroz y nadie protesta. Pero el sistema donde la g…",FALSE,0,NA,2019-11-14 21:31:00,FALSE,NA,"1195091787767066624",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BenedictoCelso",2457,TRUE,FALSE,NA,NA
"39","Niños de 10 años que ya tienen iPhone, Laptop, iPad, iPod, Twitter, Facebook, Skype, etc... Yo a su edad solo tenía 10 años.",FALSE,0,NA,2019-11-14 21:31:00,FALSE,NA,"1195091786303098881",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","eloldies01",0,FALSE,FALSE,NA,NA
